timestamp,open,high,low,close
2024-01-01 00:00:00,100,100.1103078030785,99.890535364965245,100
2024-01-01 01:00:00,99.970414652153664,100.76478272329408,99.601290701686352,100.41795725822914
2024-01-01 02:00:00,100.42544792318616,101.47961106075631,100.12438857758895,101.30576951009036
2024-01-01 03:00:00,101.31949717257156,101.61871443495242,100.53411135142797,100.89408612374466
2024-01-01 04:00:00,100.95543111578039,101.52675415749657,98.277989594570911,99.023334152881532
2024-01-01 05:00:00,99.015351361530151,99.204545436423331,98.324415176497894,98.570261928143637
2024-01-01 06:00:00,98.539275940173297,99.116662756166207,98.261497931721863,98.825375894330406
2024-01-01 07:00:00,98.824100369573117,99.380592444039124,98.675668221524035,99.282089401141036
2024-01-01 08:00:00,99.274286558673936,101.47503169206533,99.066238754482967,101.18976141699822
2024-01-01 09:00:00,101.16110425122754,102.32032574379986,100.91078641582226,101.97884743746506
2024-01-01 10:00:00,101.94924110454315,102.57726106117951,101.57299165356207,102.45312899908811
2024-01-01 11:00:00,102.50042449632561,103.29674237657713,102.33432798876596,102.91746725297499
2024-01-01 12:00:00,102.91582303631834,103.36204987813409,102.74675729602201,103.25331067606663
2024-01-01 13:00:00,103.24805330344797,103.3857480049259,102.46410923413784,102.73180719053873
2024-01-01 14:00:00,102.73215151182914,103.14654210802425,100.21233127013569,100.83630925315583
2024-01-01 15:00:00,100.81212934860633,100.97469990405084,100.09379404369082,100.2832657985177
2024-01-01 16:00:00,100.27596517873076,100.50678183726482,99.659176015632852,99.859225174252146
2024-01-01 17:00:00,99.863341014012605,100.81367969314643,99.45465592861521,100.68977639819985
2024-01-01 18:00:00,100.70590397526061,101.73840309095065,100.49169920559204,101.55371800205447
2024-01-01 19:00:00,101.55944553277259,101.85492270161819,101.42239862332815,101.7006308476378
2024-01-01 20:00:00,101.69054683263512,102.06165999370091,101.03948091811684,101.10325221306798
2024-01-01 21:00:00,101.09610085461732,101.48732125489519,100.71730377099814,101.3662580810682
2024-01-01 22:00:00,101.35416156759598,102.10585869405543,100.96266039265001,101.71450198438146
2024-01-01 23:00:00,101.70971926916245,102.27358547965407,99.554431589947711,99.882616296584487
2024-01-02 00:00:00,99.919134188647917,100.19527035570562,99.282646569596139,99.520272224830549
2024-01-02 01:00:00,99.507583839740278,99.729101545055926,99.285305220902359,99.352090684232607
2024-01-02 02:00:00,99.331136246636689,99.556019353728587,99.087148951526245,99.176873455182132
2024-01-02 03:00:00,99.178619637147548,99.682277057805138,97.641786925518062,97.995616176686298
2024-01-02 04:00:00,98.026817728813526,98.199681209795742,97.078292337551019,97.447777646180313
2024-01-02 05:00:00,97.471471118926544,97.963963855234226,95.52714791850407,95.997299494812779
2024-01-02 06:00:00,96.00534351477198,96.200966084181573,95.282773985130106,95.425123091861437
2024-01-02 07:00:00,95.430969267860988,95.89874713128934,93.841169306505392,94.073801324423329
